Timestamp,Temperature,Humidity,Pressure,Gas
2023-07-11 11:50:18,28.52,73.607,913.14,816918.2256157341
2023-07-11 11:50:19,28.52,73.459,913.13,819291.6066154486
2023-07-11 11:50:20,28.52,73.285,913.12,817391.8011172229
2023-07-11 11:50:21,28.53,73.134,913.11,818340.6012514014
2023-07-11 11:50:22,28.53,72.994,913.12,818815.8277994584
2023-07-11 11:50:23,28.54,72.853,913.11,817391.8011172229
2023-07-11 11:50:24,28.54,72.708,913.11,818815.8277994584
2023-07-11 11:50:25,28.55,72.575,913.1,818340.6012514014
2023-07-11 11:50:26,28.55,72.492,913.11,818340.6012514014
2023-07-11 11:50:27,28.56,72.414,913.11,817865.9260102544
2023-07-11 11:50:28,28.57,72.317,913.1,818340.6012514014
2023-07-11 11:50:29,28.57,72.227,913.11,817865.9260102544
2023-07-11 11:50:30,28.58,72.129,913.1,818815.8277994584
2023-07-11 11:50:31,28.58,71.999,913.09,819291.6066154486
2023-07-11 11:50:32,28.59,71.899,913.11,818815.8277994584
2023-07-11 11:50:33,28.6,71.821,913.1,820722.2663148121
2023-07-11 11:50:34,28.6,71.731,913.09,818340.6012514014
2023-07-11 11:50:35,28.61,71.648,913.09,818815.8277994584
2023-07-11 11:50:36,28.61,71.574,913.1,818815.8277994584
2023-07-11 11:50:37,28.62,71.462,913.09,819291.6066154486
2023-07-11 11:50:38,28.62,71.359,913.09,819291.6066154486
2023-07-11 11:50:39,28.62,71.269,913.08,820244.8249065019
2023-07-11 11:50:41,28.63,71.178,913.07,819291.6066154486
2023-07-11 11:50:42,28.63,71.075,913.1,819291.6066154486
2023-07-11 11:50:43,28.63,70.979,913.09,819291.6066154486
2023-07-11 11:50:44,28.63,70.883,913.08,819767.9386626299
2023-07-11 11:50:45,28.64,70.8,913.09,820244.8249065019
2023-07-11 11:50:46,28.64,70.71,913.08,819291.6066154486
2023-07-11 11:50:47,28.64,70.614,913.08,820722.2663148121
2023-07-11 11:50:48,28.64,70.485,913.08,821678.8185070157
2023-07-11 11:50:49,28.64,70.382,913.08,821678.8185070157
2023-07-11 11:50:50,28.64,70.27,913.07,820722.2663148121
2023-07-11 11:50:51,28.64,70.181,913.07,821200.2638575623
2023-07-11 11:50:52,28.64,70.078,913.07,821678.8185070157
2023-07-11 11:50:53,28.64,69.989,913.08,821200.2638575623
2023-07-11 11:50:54,28.64,69.942,913.08,822637.6030264286
2023-07-11 11:50:55,28.64,69.886,913.08,821200.2638575623
2023-07-11 11:50:56,28.64,69.833,913.08,822637.6030264286
2023-07-11 11:50:57,28.64,69.771,913.08,820722.2663148121
2023-07-11 11:50:58,28.64,69.722,913.08,821200.2638575623
2023-07-11 11:50:59,28.64,69.695,913.07,821200.2638575623
2023-07-11 11:51:00,28.64,69.675,913.07,822157.9312377027
2023-07-11 11:51:01,28.64,69.682,913.07,820722.2663148121
2023-07-11 11:51:02,28.64,69.708,913.07,823598.6276966279
